F1,F2,F3,F4,F5,X,Y,Z,Gesture
0.8018867924528302,0.6071428571428571,0.42424242424242425,0.4222222222222222,0.9137055837563451,0.7974708555621418,0.9405940594059407,0.7259649122807018,ILoveYou
0.8018867924528302,0.5714285714285714,0.42424242424242425,0.4,0.9137055837563451,0.7958901402884806,0.9448373408769449,0.7276315789473684,ILoveYou
0.7924528301886793,0.6785714285714286,0.4090909090909091,0.3111111111111111,0.9187817258883249,0.7972732661529343,0.9528886954629529,0.7214912280701754,ILoveYou
0.7830188679245284,0.6428571428571429,0.3787878787878788,0.28888888888888886,0.9238578680203046,0.8120924718435092,0.9462517680339463,0.7278070175438597,ILoveYou
0.7735849056603774,0.6428571428571429,0.3484848484848485,0.28888888888888886,0.9390862944162437,0.8294803398537838,0.9502774453269504,0.7242105263157895,ILoveYou
0.7735849056603774,0.6428571428571429,0.3484848484848485,0.28888888888888886,0.934010152284264,0.8352104327208062,0.9511478620389512,0.7252631578947369,ILoveYou
0.7641509433962265,0.5714285714285714,0.36363636363636365,0.3111111111111111,0.934010152284264,0.8172297964829085,0.9425524970079427,0.7287719298245615,ILoveYou
0.7452830188679245,0.5714285714285714,0.4090909090909091,0.3111111111111111,0.9289340101522843,0.8314562339458604,0.9502774453269504,0.7285087719298247,ILoveYou
0.7264150943396226,0.5714285714285714,0.45454545454545453,0.28888888888888886,0.9238578680203046,0.7864058486465125,0.9413556740289415,0.7271929824561404,ILoveYou
0.7264150943396226,0.5714285714285714,0.45454545454545453,0.28888888888888886,0.9238578680203046,0.7958901402884806,0.9385268197149386,0.7271052631578947,ILoveYou
0.7358490566037735,0.5714285714285714,0.3939393939393939,0.26666666666666666,0.9289340101522843,0.7893696897846276,0.9497334348819498,0.718421052631579,ILoveYou
0.7924528301886793,0.5714285714285714,0.36363636363636365,0.24444444444444444,0.934010152284264,0.8120924718435092,0.9484278098139485,0.7231578947368422,ILoveYou
0.7735849056603774,0.5714285714285714,0.36363636363636365,0.24444444444444444,0.934010152284264,0.7958901402884806,0.944946142965945,0.7185964912280702,ILoveYou
0.7547169811320755,0.5714285714285714,0.3939393939393939,0.2222222222222222,0.9289340101522843,0.7721794111835605,0.9338483298879339,0.6985964912280702,ILoveYou
0.7452830188679245,0.5714285714285714,0.36363636363636365,0.2222222222222222,0.934010152284264,0.7970756767437265,0.9281906212599282,0.6886842105263158,ILoveYou
0.7358490566037735,0.5714285714285714,0.3484848484848485,0.2222222222222222,0.9390862944162437,0.7636830665876309,0.9153519747579155,0.6597368421052632,ILoveYou
0.7358490566037735,0.5714285714285714,0.36363636363636365,0.2,0.9390862944162437,0.7680300335901995,0.9290610379719291,0.6821052631578948,ILoveYou
0.7264150943396226,0.5714285714285714,0.3484848484848485,0.2222222222222222,0.9441624365482234,0.7923335309227426,0.941899684473942,0.7079824561403509,ILoveYou
0.7358490566037735,0.5714285714285714,0.36363636363636365,0.2,0.949238578680203,0.8387670420865442,0.9393972364269395,0.7213157894736842,ILoveYou
0.7358490566037735,0.5714285714285714,0.3484848484848485,0.2,0.949238578680203,0.8486465125469276,0.9411380698509412,0.7221052631578948,ILoveYou
0.009433962264150943,0.5357142857142857,0.15151515151515152,0.4444444444444444,0.9390862944162437,0.8413357044062438,0.9190512457839191,0.7717543859649123,ILoveYou
0.08490566037735849,0.4642857142857143,0.10606060606060606,0.4222222222222222,0.9695431472081218,0.8284923928077456,0.9140463496899142,0.7800877192982457,ILoveYou
0.16037735849056603,0.5357142857142857,0.15151515151515152,0.24444444444444444,1.0,0.8286899822169531,0.9359155695789361,0.77,ILoveYou
0.14150943396226415,0.5,0.13636363636363635,0.24444444444444444,0.9898477157360406,0.8282948033985379,0.9227505168099228,0.7757894736842106,ILoveYou
0.12264150943396226,0.5,0.12121212121212122,0.2222222222222222,0.9847715736040609,0.8247381940327999,0.9172016102709174,0.7802631578947369,ILoveYou
0.09433962264150944,0.4642857142857143,0.12121212121212122,0.2222222222222222,0.9746192893401016,0.8278996245801225,0.913828745511914,0.7814912280701755,ILoveYou
0.0660377358490566,0.4642857142857143,0.07575757575757576,0.2,0.9695431472081218,0.8194032799841928,0.922968120987923,0.7770175438596493,ILoveYou
0.05660377358490566,0.4642857142857143,0.07575757575757576,0.15555555555555556,0.9644670050761421,0.8154514918000396,0.9287346317049288,0.7726315789473686,ILoveYou
0.04716981132075472,0.4642857142857143,0.09090909090909091,0.26666666666666666,0.9543147208121827,0.9017980636237898,0.900990099009901,0.788859649122807,ILoveYou
0.03773584905660377,0.4642857142857143,0.09090909090909091,0.26666666666666666,0.949238578680203,0.8942896660738984,0.9083886410619085,0.7792105263157896,ILoveYou
0.03773584905660377,0.42857142857142855,0.06060606060606061,0.2,0.949238578680203,0.7962853191068958,0.9299314546839299,0.7571052631578947,ILoveYou
0.03773584905660377,0.42857142857142855,0.015151515151515152,0.17777777777777778,0.949238578680203,0.7800829875518671,0.9175280165379175,0.7796491228070176,ILoveYou
0.02830188679245283,0.42857142857142855,0.0,0.15555555555555556,0.949238578680203,0.8235526575775538,0.9182896311609184,0.782280701754386,ILoveYou
0.009433962264150943,0.42857142857142855,0.0,0.15555555555555556,0.9441624365482234,0.8782849239280776,0.9217712980089218,0.7732456140350877,ILoveYou
0.009433962264150943,0.4642857142857143,0.030303030303030304,0.2,0.9441624365482234,0.8998221695317131,0.9102382765749102,0.7766666666666667,ILoveYou
0.0,0.42857142857142855,0.045454545454545456,0.28888888888888886,0.9390862944162437,0.9031811894882434,0.9044717658579046,0.7805263157894737,ILoveYou
0.0,0.42857142857142855,0.07575757575757576,0.24444444444444444,0.9390862944162437,0.8808535862477771,0.9002284843869004,0.7889473684210526,ILoveYou
0.009433962264150943,0.42857142857142855,0.09090909090909091,0.2,0.9390862944162437,0.8547717842323651,0.9154607768469155,0.7821929824561403,ILoveYou
0.009433962264150943,0.42857142857142855,0.045454545454545456,0.17777777777777778,0.934010152284264,0.8450899031811896,0.9142639538679143,0.7838596491228071,ILoveYou
0.0,0.42857142857142855,0.045454545454545456,0.2,0.9390862944162437,0.8346176644931832,0.9180720269829182,0.7787719298245614,ILoveYou
0.8490566037735849,0.2857142857142857,1.0,1.0,0.5177664974619289,0.8749259039715471,0.9375476009139376,0.7367543859649124,ILoveYou
0.8490566037735849,0.2857142857142857,0.9848484848484849,0.9777777777777777,0.5482233502538071,0.8745307251531318,0.9415732782069417,0.7386842105263158,ILoveYou
0.8490566037735849,0.2857142857142857,0.9696969696969697,0.9555555555555556,0.48223350253807107,0.8763090298360008,0.941899684473942,0.738421052631579,ILoveYou
0.8490566037735849,0.25,0.9545454545454546,0.9777777777777777,0.49238578680203043,0.8731475992886781,0.9413556740289415,0.7385964912280703,ILoveYou
0.839622641509434,0.2857142857142857,0.9545454545454546,0.9555555555555556,0.5329949238578681,0.8731475992886781,0.942008486562942,0.7397368421052632,ILoveYou
